SampleDate,Nitrogen,Phosphorus
1992-01-27,,
1992-02-03,783.6666666666666,81.0
1992-02-10,965.8,99.5
1992-02-17,,
1992-02-24,,
1992-03-02,1067.5,74.0
1992-03-09,980.0,84.0
1992-03-16,910.0,
1992-03-23,1917.0,70.0
1992-03-30,,
1992-04-06,910.0,
1992-04-13,910.0,
1992-04-20,,
1992-04-27,1522.0,114.0
1992-05-04,810.0,
1992-05-11,6210.0,
1992-05-18,,
1992-05-25,1186.0,49.0
1992-06-01,836.6666666666666,94.0
1992-06-08,810.0,
1992-06-15,,
1992-06-22,,
1992-06-29,1210.0,
1992-07-06,,
1992-07-13,,
1992-07-20,1974.25,396.0
1992-07-27,,
1992-08-03,810.0,
1992-08-10,210.0,
1992-08-17,,
1992-08-24,,
1992-08-31,834.0,109.0
1992-09-07,1630.0,116.79996000000001
1992-09-14,870.0,
1992-09-21,360.0,
1992-09-28,1722.0,233.25
1992-10-05,,
1992-10-12,,
1992-10-19,810.0,
1992-10-26,610.0,
1992-11-02,,
1992-11-09,1124.5,119.5
1992-11-16,788.6875,81.0
1992-11-23,710.0,
1992-11-30,1177.5,115.0
1992-12-07,,
1992-12-14,560.0,
1992-12-21,,
1992-12-28,,
1993-01-04,1570.3333333333333,106.5
1993-01-11,1030.0,86.6
1993-01-18,580.0,
1993-01-25,720.0,
1993-02-01,,
1993-02-08,1034.0,52.0
1993-02-15,626.0,
1993-02-22,1672.0,89.0
1993-03-01,,
1993-03-08,1221.5,64.0
1993-03-15,1181.4285714285713,70.79996
1993-03-22,1257.0,54.0
1993-03-29,,
1993-04-05,7724.0,43.0
1993-04-12,,
1993-04-19,890.5,41.0
1993-04-26,910.0,
1993-05-03,1461.3333333333333,68.99995
1993-05-10,,
1993-05-17,879.7777777777778,67.0
1993-05-24,710.0,
1993-05-31,,
1993-06-07,785.0,51.0
1993-06-14,660.0,
1993-06-21,1329.0,47.0
1993-06-28,,
1993-07-05,,
1993-07-12,410.0,
1993-07-19,1392.5,124.25
1993-07-26,900.0,100.0
1993-08-02,1419.0,50.0
1993-08-09,,
1993-08-16,760.0,
1993-08-23,1440.4444444444443,166.11111111111111
1993-08-30,,
1993-09-06,1813.0,125.8
1993-09-13,1688.0,34.0
1993-09-20,1752.9615384615386,162.28571428571428
1993-09-27,846.6666666666666,
1993-10-04,1570.7379310344827,148.79310344827587
1993-10-11,,
1993-10-18,1794.4545454545455,158.9090909090909
1993-10-25,920.0,
1993-11-01,1811.7272727272727,171.36363636363637
1993-11-08,1120.0,120.0
1993-11-15,1218.7931034482758,104.55172413793103
1993-11-22,1207.5217391304348,111.4
1993-11-29,1704.0,122.25
1993-12-06,1170.0,102.0
1993-12-13,1367.2125,94.42857142857143
1993-12-20,510.0,
1993-12-27,,
1994-01-03,1947.25,129.25
1994-01-10,,
1994-01-17,410.0,
1994-01-24,740.0,80.33333333333333
1994-01-31,,
1994-02-07,2587.0,84.0
1994-02-14,791.3333333333334,40.0
1994-02-21,15787.8,69.8
1994-02-28,,
1994-03-07,1309.5,79.4
1994-03-14,1450.25,75.4
1994-03-21,1189.5121951219512,73.0
1994-03-28,710.0,
1994-04-04,,
1994-04-11,1646.0,81.0
1994-04-18,810.0,
1994-04-25,510.0,
1994-05-02,1361.0,64.0
1994-05-09,644.0,50.0
1994-05-16,981.1186440677966,142.72881355932202
1994-05-23,810.0,
1994-05-30,1051.4117647058824,116.76470588235294
1994-06-06,,
1994-06-13,1066.5,43.0
1994-06-20,1310.0,
1994-06-27,,
1994-07-04,,
1994-07-11,1255.0,
1994-07-18,1547.142857142857,133.8
1994-07-25,,
1994-08-01,1104.0,114.79993999999999
1994-08-08,1010.0,
1994-08-15,1282.5,117.0
1994-08-22,,
1994-08-29,,
1994-09-05,,
1994-09-12,903.5,136.0
1994-09-19,810.0,
1994-09-26,1598.5,138.0
1994-10-03,1530.0,174.0
1994-10-10,1441.2105263157894,110.21052631578948
1994-10-17,1076.6666666666667,
1994-10-24,1207.0,43.0
1994-10-31,,
1994-11-07,1274.0,35.0
1994-11-14,756.0,
1994-11-21,,
1994-11-28,,
1994-12-05,1372.5,52.4
1994-12-12,826.6666666666666,
1994-12-19,1010.0,
1994-12-26,,
1995-01-02,,
1995-01-09,1528.0,32.0
1995-01-16,1389.0,47.0
1995-01-23,,
1995-01-30,1582.4,50.879988000000004
1995-02-06,933.3333333333334,
1995-02-13,1222.6666666666667,66.0
1995-02-20,900.0,
1995-02-27,1426.0,47.0
1995-03-06,,
1995-03-13,1243.0,37.0
1995-03-20,924.0,56.0
1995-03-27,965.0,80.0
1995-04-03,1103.0,46.0
1995-04-10,1467.0,47.0
1995-04-17,810.0,
1995-04-24,1484.0,45.0
1995-05-01,,
1995-05-08,1130.9615384615386,99.48
1995-05-15,,
1995-05-22,1176.6666666666667,47.0
1995-05-29,,
1995-06-05,,
1995-06-12,1210.0,
1995-06-19,1044.0,28.0
1995-06-26,,
1995-07-03,,
1995-07-10,,
1995-07-17,1457.9545454545455,146.4
1995-07-24,,
1995-07-31,,
1995-08-07,1750.1666666666667,127.83333333333333
1995-08-14,1102.75,43.0
1995-08-21,1145.0,
1995-08-28,,
1995-09-04,1400.0,53.0
1995-09-11,1908.0,94.88888888888889
1995-09-18,1028.0,
1995-09-25,,
1995-10-02,998.5,56.2
1995-10-09,1257.2,59.666666666666664
1995-10-16,1063.3333333333333,
1995-10-23,,
1995-10-30,1861.0,67.0
1995-11-06,1214.6666666666667,43.333333333333336
1995-11-13,1005.75,49.0
1995-11-20,1183.5714285714287,62.166666666666664
1995-11-27,,
1995-12-04,1172.6666666666667,39.2
1995-12-11,,
1995-12-18,806.6666666666666,
1995-12-25,1330.0,55.0
1996-01-01,,
1996-01-08,1159.9411764705883,60.529411764705884
1996-01-15,,
1996-01-22,1026.6666666666667,73.0
1996-01-29,1362.0,76.0
1996-02-05,,
1996-02-12,,
1996-02-19,1092.6666666666667,41.0
1996-02-26,,
1996-03-04,,
1996-03-11,1414.6153846153845,71.25
1996-03-18,510.0,
1996-03-25,1053.0,73.0
1996-04-01,,
1996-04-08,,
1996-04-15,1110.0,
1996-04-22,651.0,133.0
1996-04-29,,
1996-05-06,,
1996-05-13,1102.0,77.88461538461539
1996-05-20,1452.2222222222222,111.08571428571429
1996-05-27,1491.0,112.4
1996-06-03,1839.4736842105262,136.94736842105263
1996-06-10,1299.090909090909,120.9
1996-06-17,1010.0,
1996-06-24,,
1996-07-01,1450.1818181818182,148.76190476190476
1996-07-08,,
1996-07-15,1267.8636363636363,140.06363636363636
1996-07-22,991.6666666666666,530.0
1996-07-29,1620.0,121.25
1996-08-05,,
1996-08-12,720.0,
1996-08-19,922.3333333333334,66.0
1996-08-26,1139.0,110.0
1996-09-02,840.0,110.0
1996-09-09,1067.0,46.0
1996-09-16,1110.0,
1996-09-23,1461.25,111.0
1996-09-30,,
1996-10-07,1010.0,
1996-10-14,,
1996-10-21,385.0,380.0
1996-10-28,,
1996-11-04,1733.0,44.0
1996-11-11,1399.0,86.8
1996-11-18,1420.8870967741937,173.19998666666666
1996-11-25,1401.9607843137255,54.705882352941174
1996-12-02,1778.2,64.99996
1996-12-09,1500.0,71.8
1996-12-16,510.0,
1996-12-23,818.5,104.18181818181819
1996-12-30,1318.5,73.72727272727273
1997-01-06,,
1997-01-13,2150.0,62.75
1997-01-20,1232.1818181818182,86.8124875
1997-01-27,1118.25,81.75
1997-02-03,752.3211678832117,76.68613138686132
1997-02-10,,
1997-02-17,1078.3870967741937,87.99998000000001
1997-02-24,1245.3333333333333,38.5
1997-03-03,,
1997-03-10,1128.1538461538462,59.25
1997-03-17,636.6666666666666,56.666666666666664
1997-03-24,2562.0,
1997-03-31,,
1997-04-07,1110.0,
1997-04-14,1010.0,
1997-04-21,540.0,70.0
1997-04-28,,
1997-05-05,,
1997-05-12,,
1997-05-19,1298.08,91.72727272727273
1997-05-26,550.0,80.0
1997-06-02,,
1997-06-09,,
1997-06-16,860.25,25.666666666666668
1997-06-23,,
1997-06-30,,
1997-07-07,,
1997-07-14,865.6666666666666,110.0
1997-07-21,1918.6666666666667,114.25
1997-07-28,640.0,70.0
1997-08-04,,
1997-08-11,543.3333333333334,
1997-08-18,880.0,
1997-08-25,1022.0,259.5
1997-09-01,,
1997-09-08,,
1997-09-15,1886.0,193.5
1997-09-22,750.5,200.0
1997-09-29,,
1997-10-06,,
1997-10-13,,
1997-10-20,754.4444444444445,108.25
1997-10-27,290.0,70.0
1997-11-03,1361.3333333333333,106.0
1997-11-10,310.0,10.0
1997-11-17,709.6666666666666,49.0
1997-11-24,661.0,108.6
1997-12-01,,
1997-12-08,370.0,
1997-12-15,515.0,
1997-12-22,1543.0,184.0
1997-12-29,,
1998-01-05,1353.3333333333333,64.0
1998-01-12,,
1998-01-19,623.3333333333334,20.0
1998-01-26,1744.0,54.0
1998-02-02,1890.0,51.0
1998-02-09,610.0,
1998-02-16,580.0,10.0
1998-02-23,1518.0,99.0
1998-03-02,1347.25,73.4
1998-03-09,,
1998-03-16,758.0,50.5
1998-03-23,676.6666666666666,
1998-03-30,,
1998-04-06,1418.0,75.0
1998-04-13,821.875,130.0
1998-04-20,1371.0,62.0
1998-04-27,1110.3076923076924,72.07692307692308
1998-05-04,1331.0,76.0
1998-05-11,110.0,
1998-05-18,,
1998-05-25,664.6666666666666,92.0
1998-06-01,,
1998-06-08,403.3333333333333,
1998-06-15,937.3333333333334,56.0
1998-06-22,,
1998-06-29,1422.0,172.0
1998-07-06,,
1998-07-13,810.0,
1998-07-20,,
1998-07-27,1400.0,61.0
1998-08-03,1380.0,50.0
1998-08-10,810.0,
1998-08-17,1110.0,
1998-08-24,1435.7307692307693,172.57692307692307
1998-08-31,,
1998-09-07,,
1998-09-14,1100.0,
1998-09-21,848.0,52.5
1998-09-28,,
1998-10-05,1203.3333333333333,
1998-10-12,1609.888888888889,134.5
1998-10-19,1708.0,196.0
1998-10-26,,
1998-11-02,20.0,50.0
1998-11-09,1010.0,
1998-11-16,1042.0,129.0
1998-11-23,1170.0,50.0
1998-11-30,,
1998-12-07,1251.8823529411766,110.5
1998-12-14,1280.0,50.0
1998-12-21,,
1998-12-28,1330.0,45.0
1999-01-04,,
1999-01-11,,
1999-01-18,10.0,50.0
1999-01-25,1324.0,80.0
1999-02-01,420.0,
1999-02-08,,
1999-02-15,538.0,
1999-02-22,1319.5,96.33333333333333
1999-03-01,750.0,50.0
1999-03-08,,
1999-03-15,645.0,
1999-03-22,862.6666666666666,47.0
1999-03-29,2338.3333333333335,
1999-04-05,,
1999-04-12,621.6959064327485,118.53801169590643
1999-04-19,710.6666666666666,76.0
1999-04-26,1377.875,96.5
1999-05-03,1498.0,97.5
1999-05-10,630.0,
1999-05-17,1549.5685279187817,50.256637168141594
1999-05-24,1415.1666666666667,163.33333333333334
1999-05-31,363.3333333333333,
1999-06-07,510.0,
1999-06-14,473.3333333333333,
1999-06-21,1180.5,53.5
1999-06-28,1911.6666666666667,236.0
1999-07-05,,
1999-07-12,1226.171875,107.5494071146245
1999-07-19,922.0,
1999-07-26,2023.6666666666667,245.0
1999-08-02,,
1999-08-09,1058.9285714285713,143.82075471698113
1999-08-16,1450.0,
1999-08-23,1380.6,168.66666666666666
1999-08-30,1700.2857142857142,192.66666666666666
1999-09-06,,
1999-09-13,1165.8450704225352,132.35294117647058
1999-09-20,1268.3333333333333,89.33333333333333
1999-09-27,46595.0,180.0
1999-10-04,1550.0,
1999-10-11,1227.142857142857,72.22222222222223
1999-10-18,1611.0,97.75
1999-10-25,1473.8,111.33333333333333
1999-11-01,1568.0,60.0
1999-11-08,1157.857142857143,50.0
1999-11-15,1201.6666666666667,66.0
1999-11-22,988.7142857142857,50.0
1999-11-29,1420.0,
1999-12-06,,
1999-12-13,1494.6277372262773,104.92635658914729
1999-12-20,1017.0588235294117,105.66666666666667
1999-12-27,1609.0,114.0
2000-01-03,,
2000-01-10,876.25,360.0
2000-01-17,925.3333333333334,87.77777777777777
2000-01-24,1291.090909090909,114.0
2000-01-31,,
2000-02-07,1174.0,152.0
2000-02-14,935.4,108.33333333333333
2000-02-21,508.57142857142856,137.33333333333334
2000-02-28,836.5,86.0
2000-03-06,,
2000-03-13,733.6363636363636,82.14285714285714
2000-03-20,1146.7,80.28571428571429
2000-03-27,,
2000-04-03,1983.0,127.0
2000-04-10,1147.5,109.0
2000-04-17,967.5,130.0
2000-04-24,1032.1153846153845,141.92307692307693
2000-05-01,921.5384615384615,139.31007751937983
2000-05-08,1503.409090909091,140.36363636363637
2000-05-15,857.4753747323341,83.30620985010707
2000-05-22,1576.75,113.875
2000-05-29,1363.7941176470588,82.08823529411765
2000-06-05,1888.4782608695652,99.82608695652173
2000-06-12,1009.3527508090615,140.23728813559322
2000-06-19,1087.875,102.25806451612904
2000-06-26,1677.5,143.0
2000-07-03,1390.0,
2000-07-10,1082.0,243.52941176470588
2000-07-17,1172.6,106.0
2000-07-24,970.0,
2000-07-31,1621.0,55.0
2000-08-07,1338.3333333333333,
2000-08-14,1308.3333333333333,186.66666666666666
2000-08-21,1237.4285714285713,294.91219512195124
2000-08-28,,
2000-09-04,,
2000-09-11,1166.0,149.66666666666666
2000-09-18,904.4071856287425,309.7365269461078
2000-09-25,1526.6666666666667,370.0
2000-10-02,,
2000-10-09,,
2000-10-16,938.2021857923497,118.04580152671755
2000-10-23,1483.904761904762,148.83333333333334
2000-10-30,,
2000-11-06,,
2000-11-13,1008.4815864022663,122.02266288951841
2000-11-20,,
2000-11-27,5650.0,120.0
2000-12-04,,
2000-12-11,300.0,
2000-12-18,338.63684210526316,83.06666666666666
2000-12-25,1390.0,300.0
2001-01-01,,
2001-01-08,1395.1,83.8
2001-01-15,561.3333333333334,36.57142857142857
2001-01-22,836.9759036144578,65.89558232931726
2001-01-29,,
2001-02-05,1564.0,67.0
2001-02-12,930.8,89.0
2001-02-19,793.3333333333334,110.0
2001-02-26,2100.0,140.0
2001-03-05,570.0,168.88888888888889
2001-03-12,,
2001-03-19,2085.0,98.0
2001-03-26,851.25,60.38461538461539
2001-04-02,537.0,158.88888888888889
2001-04-09,1405.0,167.0
2001-04-16,964.5333333333333,63.75
2001-04-23,1940.0,195.0
2001-04-30,625.2073732718894,153.41013824884791
2001-05-07,,
2001-05-14,549.8982456140351,131.85393258426967
2001-05-21,,
2001-05-28,1372.0,110.0
2001-06-04,,
2001-06-11,1516.5,195.33333333333334
2001-06-18,550.5802047781569,160.78620689655173
2001-06-25,2004.0,210.0
2001-07-02,1719.0,128.0
2001-07-09,614.58,117.2808
2001-07-16,2293.0,241.0
2001-07-23,710.0,93.42857142857143
2001-07-30,1582.5860058309038,246.53644314868805
2001-08-06,2244.0,378.3333333333333
2001-08-13,1932.661971830986,388.288256227758
2001-08-20,1391.7142857142858,124.6875
2001-08-27,1392.0,192.6
2001-09-03,,
2001-09-10,1519.0,219.0
2001-09-17,1472.5,
2001-09-24,1249.6027397260275,136.68493150684932
2001-10-01,,
2001-10-08,2122.1666666666665,233.66666666666666
2001-10-15,881.6666666666666,117.77777777777777
2001-10-22,1317.7391304347825,146.25
2001-10-29,,
2001-11-05,1684.4285714285713,142.28571428571428
2001-11-12,897.5,
2001-11-19,1562.888888888889,123.5
2001-11-26,504.0,49.0
2001-12-03,551.3963133640553,96.77560975609757
2001-12-10,657.5,50.0
2001-12-17,919.2373887240356,129.9498432601881
2001-12-24,925.8333333333334,89.0
2001-12-31,1543.0,112.33333333333333
2002-01-07,1544.0,68.0
2002-01-14,2150.0,
2002-01-21,872.4153846153846,91.01863354037268
2002-01-28,1454.0,49.0
2002-02-04,1542.0,94.0
2002-02-11,,
2002-02-18,564.375,53.0
2002-02-25,1527.5714285714287,76.5
2002-03-04,1082.9851632047478,107.25519287833828
2002-03-11,743.3333333333334,50.0
2002-03-18,1271.7674418604652,55.4
2002-03-25,948.9667673716012,76.49546827794562
2002-04-01,1554.0,111.0
2002-04-08,676.6666666666666,
2002-04-15,1624.0,74.0
2002-04-22,1046.0555555555557,99.33333333333333
2002-04-29,1063.4,107.6
2002-05-06,1396.0,
2002-05-13,1083.5,68.0
2002-05-20,,
2002-05-27,6904.0,529.2
2002-06-03,1101.2770745428973,122.5718309859155
2002-06-10,996.5714285714286,66.0
2002-06-17,1596.5,157.0
2002-06-24,1051.7333333333333,136.13333333333333
2002-07-01,1745.1927710843374,215.75757575757575
2002-07-08,1878.0,185.0
2002-07-15,763.3333333333334,
2002-07-22,1625.5428571428572,200.93285714285716
2002-07-29,1850.0,240.0
2002-08-05,1395.984596577017,209.48762836185819
2002-08-12,1261.6666666666667,
2002-08-19,3750.25,221.0
2002-08-26,1423.8546255506608,172.32882882882882
2002-09-02,1262.0,198.0
2002-09-09,1941.0,98.0
2002-09-16,773.5714285714286,71.0
2002-09-23,1684.3333333333333,130.0
2002-09-30,1453.7612403100775,94.71472868217054
2002-10-07,388.0,45.6
2002-10-14,882.25,71.2
2002-10-21,1573.5,113.5
2002-10-28,1136.940119760479,78.38622754491018
2002-11-04,,
2002-11-11,978.8888888888889,60.0
2002-11-18,791.75,50.0
2002-11-25,1012.9241486068112,106.46439628482972
2002-12-02,,
2002-12-09,917.0,54.0
2002-12-16,970.8,63.84615384615385
2002-12-23,1687.0714285714287,79.14285714285714
2002-12-30,1453.0,60.0
2003-01-06,,
2003-01-13,1301.0807777777777,84.0
2003-01-20,1310.0,64.0
2003-01-27,1408.0,66.0
2003-02-03,817.8490566037735,45.36244541484716
2003-02-10,1011.0,43.5
2003-02-17,718.072,
2003-02-24,989.008038585209,45.42299349240781
2003-03-03,1155.0,80.0
2003-03-10,1415.5714285714287,88.0
2003-03-17,1070.0,64.64
2003-03-24,1377.6,108.4
2003-03-31,,
2003-04-07,1290.0,126.0
2003-04-14,858.3561643835617,114.23287671232876
2003-04-21,1138.4,107.9
2003-04-28,1404.7142857142858,114.0
2003-05-05,1645.0,97.0
2003-05-12,,
2003-05-19,1456.5,93.5
2003-05-26,1229.9146005509642,162.6694214876033
2003-06-02,1632.0,69.0
2003-06-09,,
2003-06-16,2146.5,162.5
2003-06-23,1285.8542510121458,125.65991902834008
2003-06-30,1247.0,152.0
2003-07-07,1515.0,120.0
2003-07-14,1452.8838205128204,140.35897435897436
2003-07-21,1488.6666666666667,122.0
2003-07-28,1188.0662251655629,110.35099337748345
2003-08-04,1587.0,71.0
2003-08-11,495.17449999999997,99.0
2003-08-18,1596.0,58.0
2003-08-25,1510.1818181818182,107.0909090909091
2003-09-01,1350.713692946058,95.55186721991701
2003-09-08,1108.1621333333335,69.2
2003-09-15,1344.452,74.0
2003-09-22,1194.9344262295083,87.56830601092896
2003-09-29,1163.5,57.5
2003-10-06,1318.5,51.0
2003-10-13,1059.2,59.0
2003-10-20,1119.3841463414635,84.72865853658537
2003-10-27,1050.8,53.2
2003-11-03,1271.8,64.2
2003-11-10,1116.857142857143,58.0
2003-11-17,1179.0,49.333333333333336
2003-11-24,813.2943262411347,50.5531914893617
2003-12-01,1005.5,52.0
2003-12-08,1387.0,60.0
2003-12-15,1462.857142857143,78.18181818181819
2003-12-22,904.6190476190476,77.93154761904762
2003-12-29,,
2004-01-05,1306.5,37.0
2004-01-12,1050.5,64.75
2004-01-19,1021.1227456140351,64.63963963963964
2004-01-26,1326.0,60.0
2004-02-02,820.0,38.5
2004-02-09,999.1116581632654,67.7720207253886
2004-02-16,1079.8235294117646,70.18382352941177
2004-02-23,1286.25,74.5
2004-03-01,1278.5,51.0
2004-03-08,440.0,51.0
2004-03-15,1048.056105610561,72.78547854785478
2004-03-22,1216.0,75.8
2004-03-29,,
2004-04-05,835.2307692307693,114.58823529411765
2004-04-12,809.2235772357724,77.91056910569105
2004-04-19,1551.828,71.0
2004-04-26,1380.0,91.0
2004-05-03,1132.0,80.5
2004-05-10,1020.0,90.0
2004-05-17,1052.6923076923076,98.70588235294117
2004-05-24,804.4462809917355,80.08264462809917
2004-05-31,,
2004-06-07,1534.0,54.0
2004-06-14,1200.377049180328,101.52786885245902
2004-06-21,962.2053571428571,125.01785714285714
2004-06-28,1125.8,124.0
2004-07-05,750.0,58.0
2004-07-12,1481.8893617021276,202.61702127659575
2004-07-19,2059.1171171171172,172.88288288288288
2004-07-26,1194.9,93.3
2004-08-02,1287.0,170.0
2004-08-09,1110.5,49.5
2004-08-16,1632.6,154.0
2004-08-23,1370.5495495495495,177.14414414414415
2004-08-30,1358.945945945946,163.54954954954954
2004-09-06,,
2004-09-13,1415.2508250825083,102.56105610561056
2004-09-20,1552.3333333333333,228.33333333333334
2004-09-27,1920.0,128.8181818181818
2004-10-04,1983.6,131.6
2004-10-11,1700.6486486486488,119.35135135135135
2004-10-18,1532.6043956043957,60.71153846153846
2004-10-25,1285.5,65.0
2004-11-01,1275.0,77.2
2004-11-08,1072.75,72.0
2004-11-15,1306.6666666666667,78.0
2004-11-22,1639.2592592592594,66.26851851851852
2004-11-29,1398.0,84.0
2004-12-06,1516.5,84.5
2004-12-13,1113.1246006389777,69.29712460063898
2004-12-20,1723.5,116.5
2004-12-27,810.0,84.0
2005-01-03,1767.5,107.0
2005-01-10,1307.857142857143,98.33333333333333
2005-01-17,713.3333333333334,
2005-01-24,1071.6036036036037,94.2927927927928
2005-01-31,931.3214285714286,73.25892857142857
2005-02-07,926.4,74.0
2005-02-14,1070.8,174.0
2005-02-21,1400.026402640264,92.02970297029702
2005-02-28,1555.3333333333333,118.33333333333333
2005-03-07,1437.1300448430493,90.58823529411765
2005-03-14,1144.3478260869565,70.68571428571428
2005-03-21,1515.25,90.43859649122807
2005-03-28,1870.0,150.0
2005-04-04,1741.2333333333333,141.8
2005-04-11,1158.5,85.0
2005-04-18,1736.7456140350878,126.52888888888889
2005-04-25,1372.732142857143,122.50450450450451
2005-05-02,1204.6666666666667,108.33333333333333
2005-05-09,1477.9032258064517,139.1818181818182
2005-05-16,1470.928870292887,140.35983263598325
2005-05-23,1727.4285714285713,148.14285714285714
2005-05-30,2329.0,193.0
2005-06-06,1970.0,164.0
2005-06-13,1299.5718222222222,176.16666666666666
2005-06-20,1780.0,240.0
2005-06-27,1917.08,175.70666666666668
2005-07-04,,
2005-07-11,1180.138,85.0
2005-07-18,1607.647172972973,110.34877384196186
2005-07-25,1157.5,63.5
2005-08-01,1216.0,130.0
2005-08-08,794.29325,116.5
2005-08-15,983.0911483870967,117.03225806451613
2005-08-22,1447.4731707317073,124.53170731707317
2005-08-29,1783.0,140.0
2005-09-05,1160.0,111.0
2005-09-12,1183.3898455284552,98.625
2005-09-19,1286.6666666666667,105.0
2005-09-26,2992.0,199.0
2005-10-03,1305.9103139013453,108.65022421524664
2005-10-10,1197.4552361111112,123.07692307692308
2005-10-17,1167.2848235294118,127.6470588235294
2005-10-24,,
2005-10-31,1417.3711340206185,165.36082474226805
2005-11-07,1258.8389447236182,134.75510204081633
2005-11-14,1385.792222222222,137.11111111111111
2005-11-21,1027.0,93.5
2005-11-28,1639.0833333333333,152.0625
2005-12-05,1320.4683544303798,100.41350210970464
2005-12-12,630.6229999999999,30.0
2005-12-19,1792.04,125.98
2005-12-26,980.0,170.0
2006-01-02,2206.0,181.0
2006-01-09,1557.8,129.8
2006-01-16,1156.3033773584905,101.15094339622641
2006-01-23,1228.6,88.6
2006-01-30,942.3423423423424,87.43243243243244
2006-02-06,1270.6666666666667,107.33333333333333
2006-02-13,943.3586129032258,126.0
2006-02-20,1229.9381443298969,110.28350515463917
2006-02-27,1137.0,95.33333333333333
2006-03-06,1561.2,127.6
2006-03-13,1318.0504046511628,109.26168224299066
2006-03-20,1270.1666666666667,121.16666666666667
2006-03-27,1300.0,130.0
2006-04-03,1220.4,122.6
2006-04-10,449.698,
2006-04-17,1156.2418041237113,140.91237113402062
2006-04-24,1220.0,140.0
2006-05-01,1504.142857142857,134.14285714285714
2006-05-08,1247.6022857142857,179.2
2006-05-15,1236.7342307692309,120.0990099009901
2006-05-22,1519.65,126.78947368421052
2006-05-29,1193.0434782608695,127.68115942028986
2006-06-05,1606.9,133.3
2006-06-12,1037.5,145.0
2006-06-19,1015.7343125,129.875
2006-06-26,1470.0,110.0
2006-07-03,844.6153846153846,175.3846153846154
2006-07-10,1058.0,84.0
2006-07-17,1193.4924492753623,155.75
2006-07-24,1510.0,190.0
2006-07-31,983.2432432432432,158.1081081081081
2006-08-07,6230.0,486.0
2006-08-14,748.0442142857142,118.33333333333333
2006-08-21,3368.0,188.0
2006-08-28,1420.5,190.7941176470588
2006-09-04,910.0,175.0
2006-09-11,897.4233333333333,376.0
2006-09-18,1130.0,162.0
2006-09-25,1667.5714285714287,240.0
2006-10-02,1012.7012987012987,155.45454545454547
2006-10-09,1111.9947499999998,242.0
2006-10-16,875.9784999999999,140.0
2006-10-23,1076.0,103.66666666666667
2006-10-30,1025.9262295081967,127.31147540983606
2006-11-06,1040.0,100.0
2006-11-13,478.71950000000004,140.0
2006-11-20,861.2461538461539,91.13846153846154
2006-11-27,1389.4,103.6
2006-12-04,1592.857142857143,145.0
2006-12-11,676.072,122.0
2006-12-18,836.2765272727273,101.46153846153847
2006-12-25,1017.2068965517242,103.24137931034483
2007-01-01,977.3333333333334,111.08333333333333
2007-01-08,939.7112142857143,108.64
2007-01-15,1070.2683333333332,123.75
2007-01-22,902.182320441989,111.48066298342542
2007-01-29,914.7777777777778,110.29629629629629
2007-02-05,1080.0,110.0
2007-02-12,909.3550227272727,110.75
2007-02-19,1034.5,105.0
2007-02-26,814.3064516129032,86.33870967741936
2007-03-05,,
2007-03-12,1007.2016896551723,98.94736842105263
2007-03-19,764.7058823529412,66.70588235294117
2007-03-26,1081.1538461538462,121.07692307692308
2007-04-02,,
2007-04-09,1067.1199729729728,146.83333333333334
2007-04-16,636.0431818181819,75.7
2007-04-23,1113.8333333333333,133.83333333333334
2007-04-30,830.0,160.0
2007-05-07,1050.048,145.0
2007-05-14,436.144,
2007-05-21,1244.0,166.33333333333334
2007-05-28,719.8888888888889,118.22222222222223
2007-06-04,1086.0,148.25
2007-06-11,894.2842499999999,189.5
2007-06-18,1156.3558536585365,195.0
2007-06-25,995.6666666666666,138.33333333333334
2007-07-02,980.0,230.0
2007-07-09,1730.0,145.0
2007-07-16,1395.0,239.33333333333334
2007-07-23,1235.45,272.55
2007-07-30,1097.875,225.5
2007-08-06,1339.4,112.6
2007-08-13,,
2007-08-20,1105.5925925925926,253.11111111111111
2007-08-27,1071.5121951219512,173.29268292682926
2007-09-03,1590.0,145.0
2007-09-10,1325.25,203.375
2007-09-17,770.0,221.66666666666666
2007-09-24,977.7073170731708,177.46341463414635
2007-10-01,951.0,570.2
2007-10-08,847.0878,99.5
2007-10-15,1145.2775,158.0
2007-10-22,850.1851851851852,125.11111111111111
2007-10-29,1149.0,174.5
2007-11-05,,
2007-11-12,,
2007-11-19,870.0816326530612,122.75510204081633
2007-11-26,1122.3076923076924,122.6923076923077
2007-12-03,1360.0,143.0
2007-12-10,1021.9615384615385,134.80769230769232
2007-12-17,875.4426229508197,110.65573770491804
2007-12-24,1020.5,92.5
2007-12-31,,
2008-01-07,1517.7142857142858,148.57142857142858
2008-01-14,1042.0,130.0
2008-01-21,823.5238095238095,71.66666666666667
2008-01-28,823.48,92.42
2008-02-04,1060.0,81.66666666666667
2008-02-11,979.0909090909091,93.54545454545455
2008-02-18,461.4837777777778,55.02325581395349
2008-02-25,869.6363636363636,82.57575757575758
2008-03-03,850.0,180.0
2008-03-10,1031.0,137.91666666666666
2008-03-17,667.0433939393939,74.04545454545455
2008-03-24,939.2777777777778,120.83333333333333
2008-03-31,,
2008-04-07,1234.5,134.0
2008-04-14,749.3981724137931,139.05263157894737
2008-04-21,1246.5,132.5
2008-04-28,882.8,95.25
2008-05-05,570.0,150.0
2008-05-12,749.0615384615385,125.53846153846153
